Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58046715,Continuous Discovery Habits: Discover Products that Create Customer Value and Business Value,Teresa  Torres,"Torres, Teresa",,"=""1736633309""","=""9781736633304""",5,4.45,Product Talk LLC,Paperback,237,2021,2021,2023/09/01,2023/01/05,,,read,,,,1,0
53708353,Wizard of the Pigeons: The 35th Anniversary Illustrated Edition,Megan Lindholm,"Lindholm, Megan",Tommy Arnold,"=""1944145591""","=""9781944145590""",4,3.71,Grim Oak Press,Hardcover,250,2020,1986,2023/09/26,2023/09/07,,,read,"It’s fascinating to see where your heroes started.<br/><br/>Seven years ago, I was strolling through McKay’s—a massive used bookstore in Nashville—and I did the unthinkable. Well, for me, anyways. I bought a book on <i>whimsy</i>. Normally I research to death first, but this time, this one time, I saw a book called <i>Assassin’s Apprentice</i> by Robin Hobb, and picked it up capriciously—the author’s last name was almost identical to my own—and I began reading.<br/><br/>“My pen falters, then falls from my knuckly grip, leaving a worm’s trail of ink across Fedwren’s paper. I have spoiled another leaf of the fine stuff, in what I suspect is a futile endeavor. I wonder if I can write this history, or if on every page there will be some sneaking show of a bitterness I thought long dead. I think myself cured of all spite, but when I touch pen to paper, the hurt of a boy bleeds out with the sea-spawned ink, until I suspect each carefully formed black letter scabs over some ancient scarlet wound.”<br/><br/>And then he goes on to describe his first memory as a boy, his hand gripped in a much larger, callused hand, dragged to massive fortress doors on a dark night of icy gray rain. And as the narrator describes these things, these little memoir-like asides creep in, these comments wondering about his lack of memories, comments mentioning drugs and bitterness and death, as if from the perspective of a very old man looking back over a lifetime of hurt and regrets and…life.<br/><br/>Immediately there was something about this that felt cozy and comfortable and exciting all at once. All I knew was that this book was “large” enough to contain both coziness and adventure and sadness and rawness—having “assassin” in the title, after all—and that was enough for me. I bought it, took it home, and read it in the evenings while drinking malbec and eating peppered jerky and romano cheese, because food like this is mentioned so much in this book that you find yourself craving it like a heroine addict.<br/><br/>And I developed a bit of a habit. Now I’ve read three complete trilogies by Robin Hobb, and two of those trilogies I have actually re-read; I got my wife and my mother into it and we have read them all together as a group and discussed every week for a few years now.<br/><br/>Somewhere along the way I discovered that Robin Hobb was a pseudonym, and that Megan Lindholm was not only the author’s real name, but also, Megan Lindholm was a name that she had written several other novels under in a distinct voice. I became intrigued to hear this distinct voice, but years went by, I was busy, and I never got around to it.<br/><br/>Until this year. For some reason, although I have always been a skinflint with buying the cheapest possible books, I found myself actually in a place where, as just one act of self-care for my own mental health, I started to actually spend a little bit of money on myself. Primarily through buying very nice copies of the Fitz and the Fool trilogy, but also, this nice 35th anniversary edition of Wizard of the Pigeons. For after all, this is the original break-out book Megan Lindholm, and she’s one of my favorite living authors. <br/><br/>How different this is, and yet the same. Right from the first page I was drawn in. She writes in the style of a fairy tale, but it’s also very specific to the city of Seattle; like James Joyce said of the book Ulysses, if Dublin (or in this case, Seattle) disappeared from the face of the earth, it could be re-created block by block with the detail in this book. I learned a lot about the Free Ride Area and the King Dome. And the sidewalks, oh the sidewalks…they used to be a whole story above ground, you know…<br/><br/>I also read this because of the premise: a homeless man on the streets is actually a modern street wizard, a type of wizard which Megan is creating out of whole cloth—in fact, I have seen this book cited as the prime precursor of the urban fantasy genre. How cool is that? But back to the book.<br/><br/>Our protagonist—a Viet Nam vet named Wizard—is not the only wizard in his world. He and the other street wizards follow a similar pattern: they each have unique powers and each have unique rules in order for their magic to work.<br/><br/>Wizard’s particular gifts are endearing. Inspiring, even. I really love them. He has a gift of Knowing the inner truth that people need to hear. People are drawn to him, strangers, who come to him and pour out their hearts to him, and then he Knows the Truth that they need to hear, says it to them, and if they receive it, it changes the whole trajectory of their lives. This concept alone made the book worth gold to me.<br/><br/>But Wizard is a difficult character to be the protagonist of a whole book. He’s a laconic character, silent and stubborn, immovable as a brick wall seemingly. He exhibits signs of depression and PTSD, and he is sometimes maddeningly silent. Yet for all this, the story good enough with pacing and plot and description that it still worked for me.<br/><br/>Something interesting to see in this book is that Robin Hobb’s knack for writing compelling characters is at work here. Here she has several very distinct, compelling characters. But they aren’t as developed over several books as she did later. It’s neat to see her craft being germinated here. It’s also neat to see her real-life compassion for the homeless (which you can learn about if you read her blog) shining through.<br/><br/><spoiler><br/>The main conflict of the book is centered around Wizard losing his magic when a romantic interest shows up, Lynda, who starts basically taking over his life, and he starts to break his rules. He loses the magic more and more until it seems that he is irrevocably lost. <br/><br/>But then he meets with the other wizards again, one in particular who has been his mentor. And she says some things that really resonated with me at a level that transcends the story. Although I wonder if these will make sense out of context, I wanted to try to bring the magic of this book to you through sharing some of them here.<br/><br/>“You invented those [rules] yourself, knowing you couldn’t keep them. You wanted to break yourself so the magic would go away, so you wouldn’t be a wizard and have a duty to it. But even in your desire to be free of it, the magic went to deep in you for you to destroy it…you made up your own rules to break.”<br/><br/>“Stop pretending that you’ve been pretending.”<br/><br/>“She believed all the old myths: Men have no feelings such as women harbor; they can share your home, your bed, and your money, but not your life. She knew all about ‘how men are,’ but she had never really spoken to one. She wasn’t going to let him get through.”<br/></spoiler><br/><br/>So, enough said. This book is iconic, a legend. Read it, if you must. Or try to resist, if you dare. Perhaps though, the more you run from it, the more inevitable it will become.",,,1,0
59808142,The Genesis of Misery,Neon Yang,"Yang, Neon",,"=""1250788978""","=""9781250788979""",0,3.40,Tor Books,Hardcover,419,2022,2022,,2023/02/17,"to-read, space-opera","to-read (#490), space-opera (#14)",to-read,,,,0,0
381421,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,"Young, Sarah",,"=""1591451884""","=""9781591451884""",4,4.46,Thomas Nelson,Hardcover,384,2004,2003,,2023/11/21,,,read,,,,1,0
29797,The Pilgrim's Progress,John Bunyan,"Bunyan, John",,"=""""","=""""",3,4.07,Dover Publications,Paperback,324,2003,1678,,2023/11/21,,,read,,,,1,0
475339,Madeline,Ludwig Bemelmans,"Bemelmans, Ludwig",,"=""0590133373""","=""9780590133371""",5,4.26,London: Hippo,Paperback,44,1989,1939,,2023/11/21,,,read,,,,1,0
7770,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,"Seuss, Dr.",,"=""0007173687""","=""9780007173686""",4,4.18,Harper Collins Children's Books,Hardcover,64,2003,1960,,2023/11/21,,,read,,,,1,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.14,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2021/11/24,"to-read, my-weird-research-projects, space-opera","to-read (#348), my-weird-research-projects (#7), space-opera (#17)",to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",0,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2021/01/26,"to-read, theology-and-spirituality","to-read (#579), theology-and-spirituality (#28)",to-read,,,,0,0
54968296,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""1250806712""","=""9781250806710""",0,3.91,Picador Paper,Paperback,604,2021,2009,,2021/03/16,"to-read, historical-fiction","to-read (#578), historical-fiction (#13)",to-read,,,,0,0
43807268,The Mythic Dream,Dominik Parisien,"Parisien, Dominik","Navah Wolfe, John Chu, Leah Cypess, Amal El-Mohtar, Jeffrey Ford, Sarah Gailey, Carlos  Hernandez, Kat Howard, Stephen Graham Jones, T. Kingfisher, Ann Leckie, Carmen Maria Machado, Arkady Martine, Seanan McGuire, Naomi Novik, Rebecca Roanhorse, J.Y.  Yang, Alyssa Wong","=""""","=""""",0,3.89,,Paperback,368,2019,2019,,2021/01/14,"to-read, modern-fairy-tales, my-weird-research-projects, fantasy-sf","to-read (#577), modern-fairy-tales (#3), my-weird-research-projects (#6), fantasy-sf (#14)",to-read,,,,0,0
13452375,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",Deniz Evliyagil,"=""1596064854""","=""9781596064850""",0,4.13,Subterranean Press,Hardcover,88,2012,2012,,2020/12/03,"to-read, modern-fantasy","to-read (#576), modern-fantasy (#14)",to-read,,,,0,0
33199085,The Left Hand of Darkness: BBC Radio 4 Full-Cast Dramatisation,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,3.49,BBC Worldwide Ltd.,Audible Audio,2,2016,,,2022/10/06,,,read,"This didn't have the full story of the full book, so it's hard to give it five stars for that reason...there's as lot missing. However, it worked for me as a kind of way to have a ""remix"" of the original book, an alternate way of experiencing it if you've already experienced it. The production quality was top notch with great sound effects and voicing. Hearing the whistling of the wind alone was enough to add substantially to the empty feeling of this book.",,,2,0
61813107,Ascension,Nicholas Binge,"Binge, Nicholas",,"=""0593539583""","=""9780593539583""",5,3.58,Riverhead Books,Hardcover,344,2023,2023,2023/10/12,2023/08/24,favorites,favorites (#47),read,"This is a really unique take on first contact as well as a chilling descent into madness, and all on a mountain as mysterious as time itself. I love this. Starting with the first page.<br/><br/>The forward to this is magnificently delicious. This is horror done right, you don't even realize it's horror, but it's setting you up with a growing mystery & a growing sense of unease/dread in the style of realism, which makes it all the more compelling. He's written this forward like a memoir. It's the classic ""I found this mysterious book"" setup, but by far the best execution I have ever seen, bar none.<br/><br/>It is its own stand-alone story, the characters are vivid, the subject matter (his wildly intelligent and divergent brother going missing), everything about it is compelling. I enjoy reading about wildly intelligent, divergent thinkers. There’s a charm to the concept. Probably makes me feel better about my ADHD! By the time it got to the end of the foreward, it was pitch perfect, and had me on the edge of my seat begging to read more; it was hard to stop listening at that point, but I had gotten to work and I needed to go in and start my day, damn it!<br/><br/>As I progressed, this book continued to be really rewarding. The author does a great job of giving us continual new pieces of information so you get to feel like you’re really learning something and progressing (a lot of mystery novels I have read fall into the trap of not revealing enough). He also has done some really unique worldbuilding that is really interesting to explore. The tension continues to heighten and there is violence and a bit of macabre gore, although I wouldn’t say this ever becomes a full on horror book, more just a thriller.<br/><br/>The great thing is that in between all of these tense moments of action there is a lot of deep pondering, there is more backstory to the main character and his relationships constantly revealed, and the other characters also come more to life. This book is the full package.<br/><br/>The ending is for me not satisfying. Well, it’s satisfying in the sense of yes, you learn about the mystery of the mountain and you have a very definitive ending and several mysteries are resolved, the worldbuilding is revealed, etc. However, the main message is not satisfying to me.<br/><br/><spoiler><br/>The main message is essentially that, in the face of God (whoever or whatever that may be), but in the face of the fact that we don’t really have free will, that reality itself is a box that we are trapped in, and that even moments of transcendence or still pre-scripted for us and are essentially just us moving up to a bigger box…in the face of the colossal weight of realizing you have free will, what can you do? Well the answer given here is the same as Fight Club and many other stories. The ultimate “fuck you” to God or the universe or whatever is suicide: you can choose to remove yourself from reality altogether.<br/></spoiler><br/><br/>I have had the same thoughts and struggles with free will and God and been tempted to react in the exact same way, but ultimately, I have come to believe that my thinking was warped. I believe it comes out of my need to control life: like a toddler throwing a tantrum, if I can’t control the rules of the game, then I’m not going to play!<br/><br/>When I was writing this review I started by trying to explain all of life history around that question and how I arrived at that conclusion, and then I realized this would be waaaay too much for a review of a book. So I won’t really explain more than that for now. <br/><br/>Back to this book: it does one of the most important things for me as a reader: it gets me thinking about deeper questions and seeking for how to work them out in my own life.<br/><br/>Regardless of me agreeing with the authors apparent conclusion, this book still is a great book because it stimulates those musings and hopefully that turns into discussions with others and greater clarity. And the book gets you there in a riveting, engaging, novel way. I heartily recommend to is book to anyone, so long as thrillers don’t disturb your peace too much.",,,1,0
61612864,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0593437918""","=""9780593437919""",0,3.98,Ace,Hardcover,559,2023,2023,,2023/11/18,to-read,to-read (#574),to-read,,,,0,0
2923833,"The Robots Of Dawn (Robot, #3)",Cover Art By Chris Foss,"Foss, Cover Art By Chris",,"=""0246123044""","=""9780246123046""",0,4.20,Granada,Hardcover,419,1984,1983,,2023/11/15,"to-read, sf-classics","to-read (#573), sf-classics (#39)",to-read,,,,0,0
112093865,"Sure, I'll Join Your Cult: A Memoir of Mental Illness and the Quest to Belong Anywhere",Maria Bamford,"Bamford, Maria",,"=""1982168560""","=""9781982168568""",0,3.72,Gallery Books,Kindle Edition,276,2023,2023,,2023/11/14,"to-read, biography, humor","to-read (#571), biography (#23), humor (#6)",to-read,,,,0,0
195218,Schulz and Peanuts: A Biography,David Michaelis,"Michaelis, David",,"=""0066213932""","=""9780066213934""",0,3.74,Harper,Hardcover,672,2007,2007,,2023/11/14,"to-read, biography","to-read (#570), biography (#22)",to-read,,,,0,0
46182,In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0099437597""","=""9780099437598""",0,3.78,Vintage Classics,Paperback,144,2002,1968,,2023/11/13,"to-read, weird-or-wildly-original","to-read (#569), weird-or-wildly-original (#17)",to-read,,,,0,0
34849164,"Sacred Rest: Recover Your Life, Renew Your Energy, Restore Your Sanity",Saundra Dalton-Smith,"Dalton-Smith, Saundra",,"=""1478921676""","=""9781478921677""",4,3.88,FaithWords,Hardcover,240,2017,2017,2023/11/05,2023/11/05,,,read,"Much needed messages about the different types of rest we need. After I read through and understood what she meant by each of the areas, I think another way of saying the same thing would be to point out several areas of life where we are becoming depleted as a society, but by wording it in this novel framework, she helped me to think about it differently and inspired me to take better care of myself.<br/><br/>Thematically, who she is constantly comes through, which could be a turn off to some people. She’s unapologetically female, Christian, and a doctor, and that pretty much comes through in every page. She doesn’t shove the Christianity down your throat but seems open to encouraging people to find spirituality in whatever realm they can, and just points out that spirituality does have a big impact on health, which I think is a needed message for all of us.<br/><br/>I’m glad she wrote this book! It helped me.",,,1,0
311056,The Enneagram: A Christian Perspective,Richard Rohr,"Rohr, Richard",Andreas Ebert,"=""0824519507""","=""9780824519506""",0,4.15,Crossroad,Paperback,296,2001,1989,,2023/11/04,"to-read, psychology, theology-and-spirituality","to-read (#567), psychology (#36), theology-and-spirituality (#27)",to-read,,,,0,0
34640834,Down Girl: The Logic of Misogyny,Kate Manne,"Manne, Kate",,"=""0190604980""","=""9780190604981""",0,4.22,Oxford University Press,Hardcover,338,2017,2017,,2022/08/09,"to-read, why-is-the-world-sexist, psychology","to-read (#437), why-is-the-world-sexist (#6), psychology (#35)",to-read,,,,0,0
43151732,"Misogyny, Projective Identification, and Mentalization: Psychoanalytic, Social, and Institutional Manifestations",Karyne E Messina,"Messina, Karyne E",,"=""0367192217""","=""9780367192211""",0,4.50,Routledge,Paperback,172,2019,,,2022/08/09,"to-read, why-is-the-world-sexist, psychology","to-read (#438), why-is-the-world-sexist (#7), psychology (#34)",to-read,,,,0,0
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.22,Penguin Books,Paperback,112,2000,1929,,2022/08/09,"to-read, why-is-the-world-sexist, essays-speeches-letters, writing","to-read (#433), why-is-the-world-sexist (#2), essays-speeches-letters (#5), writing (#19)",to-read,,,,0,0
35120549,"I Am Not a Serial Killer (John Cleaver, #1)",Dan Wells,"Wells, Dan",,"=""""","=""""",0,3.79,Tor Books,Kindle Edition,272,2010,2009,,2023/07/02,"to-read, weird-or-wildly-original, thriller","to-read (#527), weird-or-wildly-original (#13), thriller (#5)",to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.18,W. W. Norton & Company,Paperback,224,2018,1996,,2019/12/22,"to-read, weird-or-wildly-original, modern-classics, thriller","to-read (#41), weird-or-wildly-original (#12), modern-classics (#28), thriller (#4)",to-read,,,,0,0
248596,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",0,3.90,Harper Voyager,Mass Market Paperback,293,1998,1962,,2019/12/16,"to-read, weird-or-wildly-original, sf-classics","to-read (#32), weird-or-wildly-original (#15), sf-classics (#38)",to-read,,,,0,0
59838811,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157532""","=""9780593157534""",0,3.81,Ballantine Books,Hardcover,352,2022,2022,,2023/02/17,"to-read, tidally-locked-comps, modern-sf, thriller","to-read (#489), tidally-locked-comps (#5), modern-sf (#10), thriller (#3)",to-read,,,,0,0
57850265,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072645""","=""9780063072640""",0,3.82,William Morrow,Hardcover,293,2022,2022,,2023/02/17,"to-read, tidally-locked-comps, dystopia","to-read (#488), tidally-locked-comps (#4), dystopia (#9)",to-read,,,,0,0
54829360,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593355334""","=""9780593355336""",0,3.57,Del Rey,Hardcover,306,2022,2022,,2023/02/17,"to-read, tidally-locked-comps, historical-fiction","to-read (#487), tidally-locked-comps (#2), historical-fiction (#12)",to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.34,Knopf,Hardcover,435,2006,2006,,2021/08/24,"to-read, non-western-fiction, historical-fiction","to-read (#284), non-western-fiction (#19), historical-fiction (#11)",to-read,,,,0,0
50212157,The Secret Talker,Geling Yan,"Yan, Geling",Jeremy Tiang,"=""0063004038""","=""9780063004030""",0,3.08,HarperVia,Hardcover,160,2021,2004,,2021/04/28,"to-read, non-western-fiction, thriller","to-read (#262), non-western-fiction (#18), thriller (#2)",to-read,,,,0,0
192424,American Indian Stories,Zitkála-Šá,"Zitkála-Šá, Zitkála-Šá","Susan Rose Dominguez, Gertrude Simmons Bonnin","=""0803299176""","=""9780803299177""",0,3.98,Bison Books,Paperback,196,2003,1919,,2020/12/16,"to-read, non-western-fiction, modern-classics","to-read (#218), non-western-fiction (#5), modern-classics (#27)",to-read,,,,0,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.38,Vintage,Paperback,603,1997,1995,,2019/12/22,"to-read, non-western-fiction, modern-literary-fiction","to-read (#55), non-western-fiction (#3), modern-literary-fiction (#48)",to-read,,,,0,0
63032,2666,Roberto Bolaño,"Bolaño, Roberto",,"=""843396867X""","=""9788433968678""",0,4.21,Anagrama,Paperback,1128,2004,2004,,2019/12/05,"to-read, modern-literary-fiction, non-western-fiction, weird-or-wildly-original, modern-classics","to-read (#20), modern-literary-fiction (#4), non-western-fiction (#10), weird-or-wildly-original (#8), modern-classics (#26)",to-read,,,,0,0
10640497,The Problem of Democracy,Alain de Benoist,"Benoist, Alain de",Tomislav Sunić,"=""1907166173""","=""9781907166174""",0,3.84,Arktos Media Ltd,Hardcover,106,2011,1986,,2020/10/19,"to-read, politics","to-read (#174), politics (#3)",to-read,,,,0,0
11324722,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",Simona Drelciuc,"=""""","=""""",0,4.20,Pantheon,Hardcover,419,2012,2012,,2023/04/02,"to-read, my-weird-research-projects, psychology, politics","to-read (#504), my-weird-research-projects (#2), psychology (#25), politics (#2)",to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.16,Penguin Books,Paperback,184,2005,1985,,2023/06/28,"to-read, psychology, parenting, my-weird-research-projects, politics","to-read (#526), psychology (#29), parenting (#10), my-weird-research-projects (#3), politics (#1)",to-read,,,,0,0
56988247,Memory Speaks: On Losing and Reclaiming Language and Self,Julie Sedivy,"Sedivy, Julie",,"=""067498028X""","=""9780674980280""",0,4.15,Belknap Press: An Imprint of Harvard University Press,Hardcover,368,2021,,,2022/12/01,"to-read, psychology, linguistics","to-read (#465), psychology (#22), linguistics (#1)",to-read,,,,0,0
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,"Sowell, Thomas",,"=""0465081452""","=""9780465081455""",0,4.37,Basic Books,Hardcover,448,2003,2000,,2022/01/02,"to-read, economics","to-read (#384), economics (#1)",to-read,,,,0,0
48836769,The New Wilderness,Diane  Cook,"Cook, Diane",,"=""0062333135""","=""9780062333131""",0,3.67,Harper,Hardcover,398,2020,2020,,2020/11/03,"to-read, dystopia","to-read (#178), dystopia (#7)",to-read,,,,0,0
31371317,Letters to a Young Writer: Some Practical and Philosophical Advice,Colum McCann,"McCann, Colum",,"=""1443453161""","=""9781443453165""",5,4.19,HarperCollins Publishers,Kindle Edition,88,2017,2017,2021/05/12,2021/01/07,"favorites, writing","favorites (#16), writing (#17)",read,,,,1,0
61240297,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""059359973X""","=""9780593599730""",0,4.01,Del Rey,Hardcover,576,2022,1992,,2023/01/04,"to-read, cyberpunk","to-read (#467), cyberpunk (#1)",to-read,,,,0,0
22469599,Ready Player One,Ernest Cline,"Cline, Ernest",Hannes Riffel,"=""3442380308""","=""9783442380305""",0,4.23,Blanvalet,Paperback,508,2014,2011,,2023/07/30,"cyberpunk, to-read","cyberpunk (#3), to-read (#536)",to-read,,,,0,0
131181,The Sundial,Shirley Jackson,"Jackson, Shirley",,"=""0140083170""","=""9780140083170""",0,3.80,Penguin Books,Paperback,245,1986,1958,,2023/11/02,to-read,to-read (#566),to-read,,,,0,0
177188714,Trespasses,Louise Kennedy,"Kennedy, Louise",,"=""0593540905""","=""9780593540909""",0,3.97,Riverhead Books,Paperback,304,2023,2022,,2023/10/31,to-read,to-read (#564),to-read,,,,0,0
16566360,The Lover's Dictionary,David Levithan,"Levithan, David",,"=""1921799862""","=""9781921799860""",0,3.86,Text Publishing,Kindle Edition,211,2011,2011,,2023/10/27,"to-read, modern-literary-fiction","to-read (#563), modern-literary-fiction (#46)",to-read,,,,0,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",3,4.07,McGraw-Hill,Paperback,240,2002,2002,2023/10/27,2022/01/04,psychology,psychology (#19),read,"Helpful but also boring, very corporate.",,,1,0
199717602,Warrior Prince (The Last Viking #1),J.C.  Duncan,"Duncan, J.C.",,"=""180549810X""","=""9781805498100""",0,4.32,Boldwood Books,Paperback,354,2023,,,2023/10/24,"to-read, historical-fiction","to-read (#561), historical-fiction (#9)",to-read,,,,0,0
944278,Thou Shall Prosper: Ten Commandments For Making Money,Daniel Lapin,"Lapin, Daniel",,"=""0471710237""","=""9780471710233""",0,4.26,John Wiley & Sons Inc,Paperback,362,2005,2002,,2023/10/23,"to-read, my-weird-research-projects","to-read (#560), my-weird-research-projects (#4)",to-read,,,,0,0
13274939,"Foreigner (Foreigner, #1)",C.J. Cherryh,"Cherryh, C.J.",,"=""1101554746""","=""9781101554746""",0,3.92,DAW,Kindle Edition,431,2004,1994,,2023/10/17,to-read,to-read (#557),to-read,,,,0,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",0,4.30,Lioncrest Publishing,Kindle Edition,366,2018,2018,,2023/10/16,"to-read, biography","to-read (#556), biography (#20)",to-read,,,,0,0
65211714,"Restless Truth (The Last Binding, #2)",Freya Marske,"Marske, Freya",,"=""125083189X""","=""9781250831897""",0,3.88,Tor Books,Paperback,416,2023,2022,,2023/10/14,to-read,to-read (#555),to-read,,,,0,0
10365,Where the Red Fern Grows,Wilson Rawls,"Rawls, Wilson",,"=""0375806814""","=""9780375806810""",0,4.12,Yearling,Mass Market Paperback,272,2000,1961,,2023/10/13,to-read,to-read (#554),to-read,,,,0,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,4.09,Bethany House Publishers ,Paperback,184,1999,1843,,2023/10/13,to-read,to-read (#553),to-read,,,,0,0
535430,"Ecclesiastes, or The Preacher (Bible, #21)",Anonymous,"Anonymous, Anonymous","Doris Lessing, שלמה יצחקי, יונתן בן עוזיאל, אברהם בן עזרא, דוד קמחי, לוי בן גרשון, מאיר ליבוש","=""0802136141""","=""9780802136145""",0,4.60,Grove Press,Paperback,64,1999,-300,,2023/10/13,"to-read, philosophy, theology-and-spirituality","to-read (#552), philosophy (#31), theology-and-spirituality (#25)",to-read,,,,0,0
100698795,The Mysteries,Bill Watterson,"Watterson, Bill",John Kascht,"=""1524884944""","=""9781524884949""",0,3.76,Andrews McMeel Publishing,Hardcover,72,2023,2023,,2023/10/13,"to-read, modern-fairy-tales","to-read (#551), modern-fairy-tales (#1)",to-read,,,,0,0
62919162,Whalefall,Daniel Kraus,"Kraus, Daniel",,"=""1665918160""","=""9781665918169""",0,3.69,MTV Books,Hardcover,327,2023,2023,,2023/10/02,"to-read, thriller, grieving","to-read (#550), thriller (#1), grieving (#1)",to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,4.35,Penguin Books,Paperback,976,2007,1989,,2019/12/22,"to-read, modern-classics, historical-fiction","to-read (#60), modern-classics (#3), historical-fiction (#8)",to-read,,,,0,0
7826803,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0312429983""","=""9780312429980""",0,3.91,Picador,Paperback,604,2010,2009,,2021/01/09,"to-read, modern-literary-fiction, historical-fiction","to-read (#223), modern-literary-fiction (#24), historical-fiction (#7)",to-read,,,,0,0
101145257,The Paleontologist,Luke Dumas,"Dumas, Luke",,"=""1668018268""","=""9781668018262""",0,3.51,Atria Books,Paperback,356,2023,2023,,2023/09/27,to-read,to-read (#549),to-read,,,,0,0
91858763,The improvement of the mind Volume 1,Isaac Watts,"Watts, Isaac",,"=""1236451570""","=""9781236451576""",0,0.0,RareBooksClub.com,Paperback,100,2012,,,2023/07/26,"to-read, psychology, theology-and-spirituality","to-read (#533), psychology (#30), theology-and-spirituality (#21)",to-read,,,,0,0
6178648,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,"Demick, Barbara",,"=""0385523904""","=""9780385523905""",0,4.45,Spiegel & Grau,Hardcover,316,2009,2009,,2020/11/08,"to-read, survival","to-read (#343), survival (#3)",to-read,,,,0,0
60470234,Trespasses,Louise Kennedy,"Kennedy, Louise",,"=""""","=""""",0,3.97,Bloomsbury Publishing,Kindle Edition,320,2022,2022,,2023/09/21,"to-read, historical-fiction","to-read (#548), historical-fiction (#6)",to-read,,,,0,0
91357,The Devil's Arithmetic,Jane Yolen,"Yolen, Jane",,"=""0142401099""","=""9780142401095""",0,4.03,Puffin Books,Paperback,170,2004,1988,,2020/11/13,"to-read, historical-fiction","to-read (#192), historical-fiction (#5)",to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",0,4.47,G.P. Putnam's Sons,Hardcover,464,2009,2009,,2021/03/24,"to-read, historical-fiction","to-read (#247), historical-fiction (#4)",to-read,,,,0,0
95617,"A Voice in the Wind (Mark of the Lion, #1)",Francine  Rivers,"Rivers, Francine",Richard Ferrone,"=""""","=""""",0,4.57,Tyndale House Publishers,Paperback,520,1998,1993,,2021/04/15,"to-read, historical-fiction","to-read (#253), historical-fiction (#3)",to-read,,,,0,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",0,3.90,Doubleday Books,Hardcover,325,2018,2018,,2021/09/22,"to-read, historical-fiction","to-read (#331), historical-fiction (#2)",to-read,,,,0,0
